customer_id,customer_name,email,phone,signup_date,billing_address,shipping_address,customer_type
CUST01215,Steven Long,kristasalas@example.com,+1-894-697-3976x8765,2024-03-29,"Unit 7181 Box 7534, DPO AE 76646","511 Stewart Forge Suite 406, East Davidshire, CT 50682",returning
CUST01216,Carla Rowe,nmendez@example.com,633.522.6373x19682,2024-03-11,"00678 Moore Mount, West Tammyshire, CO 84174","12983 Jennings Highway Apt. 646, South Ginastad, AZ 00652",returning
CUST01217,Curtis Johnson,kreed@example.net,857-786-8592x22200,2024-06-16,"741 Nelson Route Apt. 180, West Sierra, AL 94532","17046 Warren Mountains Apt. 817, Thomasland, NE 63862",returning
CUST01218,Darrell Khan,joebaker@example.net,(899)880-1665x813,2024-02-12,"08610 Craig Walks, Lake Helentown, VI 75325","PSC 3994, Box 7834, APO AP 72207",returning
CUST01219,Elizabeth Ritter,randy82@example.com,894.334.4417x566,2024-01-28,"13239 Christine Branch Apt. 976, North Kathrynberg, AS 13916","726 Gregory Well, Donnaville, RI 29910",returning
CUST01220,Mark Miller,sarahbrown@example.org,+1-272-791-9304x20185,2024-07-22,"18765 Henry Ferry, West Daniel, NY 51563","PSC 0384, Box 1019, APO AA 76651",returning
CUST01221,Denise Moody,erikbaker@example.org,906-861-5922x209,2024-08-22,"618 Kaitlyn Points Apt. 559, West Jeffreyland, WY 15491","5605 William Centers, New Robertmouth, NY 00776",returning
CUST01222,Joseph Parker,msellers@example.com,824.720.5703,2024-07-23,"257 Travis Ferry Suite 929, Lake Josechester, WA 76010","USS Mosley, FPO AE 95986",returning
CUST01223,Christopher Jordan,robinbanks@example.org,467-416-7270,2024-06-18,"26210 Alexander Ford, North Kathryn, PW 76352","193 Bridges Tunnel, Lauriebury, CO 89278",returning
CUST01224,Kevin Thomas,jerryolson@example.org,+1-287-628-7713,2024-01-27,"768 Judith Avenue, Lake Sheenamouth, RI 56455","0978 Hernandez Gardens Apt. 385, Stacybury, DE 94222",returning
CUST01225,Douglas Jackson,john51@example.net,734.740.2588,2024-06-27,"PSC 0889, Box 2171, APO AE 69087","531 Guzman Roads Suite 460, Beckermouth, KS 65960",returning
CUST01226,Jerry Graham,grivera@example.net,253.324.7811,2024-07-11,"98974 Fisher Trafficway, North Robert, UT 12148","164 Jennifer Brook Suite 044, Darrenfurt, LA 75988",returning
CUST01227,Robert Jensen,karajames@example.com,874-984-2524,2024-03-11,"64739 Kaylee Neck, Jamesside, SD 74438","435 Sexton Crescent, East Jeremy, MH 94290",returning
CUST01228,Jason Robinson,rebecca32@example.org,(216)697-8837x772,2024-06-07,"88842 Singleton Street Suite 965, Campbellstad, MN 96681","403 Tucker Rapid, Evansstad, UT 35415",returning
CUST01229,Elizabeth Peterson,butlerapril@example.net,(383)369-3080,2024-04-28,"13983 Samantha Camp Apt. 565, Mercadoburgh, TN 27101","0186 Bonnie Walk, Port Kayla, PR 99557",returning
CUST01230,Amanda Sheppard,theresa69@example.com,001-618-940-4773x5031,2024-06-16,"3228 Gomez Walks, Port Sue, NE 53929","35217 Yvonne Coves, Port Angelaside, OK 09597",returning
CUST01231,Brady Smith,hessmarcus@example.org,+1-281-647-9605x6233,2024-04-06,"8854 Jose Row Suite 458, New Mario, MO 27476","Unit 7333 Box 0030, DPO AA 60310",returning
CUST01232,Zachary Thompson,zcontreras@example.org,201.328.1940,2024-02-08,"07818 Gross Highway Apt. 465, Mckenziebury, NV 06324","373 Padilla Common Suite 353, Michaelview, NE 97557",returning
CUST01233,Phillip Sullivan,edwinnichols@example.net,4098749091,2024-03-05,"8151 Davis Turnpike, Cindyport, AR 08063","6084 Hart Groves Suite 956, Rosariostad, MN 56654",returning
CUST01234,Erin White,johnsmith@example.org,6404150762,2024-01-26,"172 Bobby Hills, West Grant, AK 68371","PSC 4198, Box 5778, APO AA 28157",returning
CUST01235,Mike Horne,johnsmith@example.org,(830)373-5713,2024-04-22,"9789 Clark Way Suite 258, Mirandamouth, MD 83784","54143 Noble Heights Apt. 872, Joeside, NY 39058",returning
CUST01236,Tanya Evans,bcross@example.com,001-225-309-6933x7579,2024-08-04,"88063 Meyer Isle Suite 505, New Paul, IA 63762","6809 Valentine Locks Apt. 505, Port Aliciaview, ME 04454",returning
CUST01237,Anthony Buck Jr.,qcox@example.net,001-550-633-6936,2024-03-11,"04549 Courtney Village, Paulfurt, MN 25085","PSC 9309, Box 6663, APO AA 79593",returning
CUST01238,Katherine Richmond,dbennett@example.com,001-590-345-5436x2331,2024-02-18,"081 Evelyn Canyon, New Tracy, ID 95757","Unit 8007 Box 7898, DPO AE 75391",returning
CUST01239,Jennifer Cruz,carnold@example.org,(388)443-3165x09833,2024-09-25,"014 Michael Flats Apt. 469, Timothybury, NY 37447","72580 Lori Junction Apt. 584, Hernandeztown, AZ 27301",new
CUST01240,Jamie Herrera,austinsmith@example.net,(301)373-8555x5505,2024-03-11,"614 Paul Manor Apt. 443, Simpsontown, GU 34210","08002 English River, East Sarashire, NJ 34403",returning
CUST01241,Gerald Lewis,sherry42@example.com,879.510.5372x565,2024-07-23,"PSC 7343, Box 4889, APO AE 81457","24201 Shane Lane, South Suzanneberg, MN 88293",returning
CUST01242,Brian Anderson,tiffany78@example.com,248.642.1727x42194,2024-08-14,"Unit 7891 Box 3671, DPO AA 09688","899 Cynthia Lights Apt. 827, Christopherstad, SD 45610",returning
CUST01243,Angel Nielsen,wallen@example.org,603.982.4298x5270,2024-01-02,"4463 Reyes Orchard, Ashleymouth, OK 16391","15221 Michael Throughway, Sharonside, CA 21990",returning
CUST01244,Janet Romero,usalinas@example.net,+1-723-423-5113,2024-03-16,"457 Jason Mountains Suite 810, Port Desireeburgh, KY 62081","08141 White Fork Suite 574, Erinstad, VI 85716",returning
CUST01245,Austin Morgan,omalone@example.net,887-765-7815x916,2024-02-17,"2864 Charles Forge, Brownville, NJ 12696","22945 Sophia Port Suite 516, Lauraville, OH 87247",returning
CUST01246,Danny Fitzgerald,joseph00@example.net,2949207961,2024-01-07,"9131 Angela Parks Apt. 878, West Sethview, UT 77119","USS Henderson, FPO AA 09327",returning
CUST01247,Jessica Burnett,ryan09@example.net,+1-785-416-8203,2024-06-13,"9401 Gould Heights Apt. 506, Christopherside, OH 84521","787 Joseph Centers Suite 149, Linmouth, MN 60535",returning
CUST01248,Charles Davis,dominguezoscar@example.com,742.968.3969,2024-09-12,"957 Brandon Manors, Michaelberg, GA 96489","38789 Bradley Plain, West Jessicafurt, GU 07229",new
CUST01249,Jenny Strong,berrynancy@example.org,(325)295-3762,2024-04-16,"27272 Ryan Mountain Suite 490, Sharonfort, IL 02669","374 Mcgrath Views Apt. 883, Lake Richardberg, OK 34626",returning
CUST01250,Kent Barnes,wyattsandra@example.org,(894)527-9191,2024-07-19,"47202 Veronica Prairie, Hartfort, AL 74099","USCGC Alvarez, FPO AE 41920",returning
CUST01251,Mrs. Anita Mclean,patriciaevans@example.org,(999)632-1036,2024-09-16,"254 Tyler Underpass, North Heather, NY 16485","USS Young, FPO AA 25152",new
CUST01252,Sierra Randolph,igarcia@example.net,001-345-908-2759x8685,2024-01-12,"7482 James Turnpike Suite 425, West Rickmouth, CO 91798","Unit 7426 Box 5884, DPO AE 53879",returning
CUST01253,Jeffrey Johnson,gainesjoseph@example.org,924-818-1160,2024-06-18,"96926 Christopher Points, Taylortown, GA 06681","1092 Scott Falls, Julieport, AL 87586",returning
CUST01254,Travis Stokes,sgarrison@example.com,001-917-224-7273x1889,2024-05-13,"4620 Scott Heights, Thomasshire, RI 10485","42142 Cory Burg Suite 813, Alvaradoport, PA 17786",returning
CUST01255,Dorothy Ford,simpsonjames@example.org,001-734-924-7064x9222,2024-08-18,"4004 Carson Greens, West Jeffreyview, WY 92669","4663 Miller Parkway Apt. 120, Clarkstad, NM 47253",returning
CUST01256,Jared Kelly,mharvey@example.com,366-876-6749x134,2024-09-04,"PSC 4032, Box 4221, APO AA 92467","24421 Ross Bridge Apt. 498, West Sheryl, AZ 07418",new
CUST01257,Bernard Carter,duransue@example.org,001-705-591-8376,2024-05-09,"57834 Andre Causeway, Howardshire, MA 08223","4513 Rowland Camp, Lake Holly, FM 39604",returning
CUST01258,Laurie Smith,haleywilliams@example.net,712.415.5959,2024-03-09,"PSC 1971, Box 6655, APO AE 50187","117 James Plaza, Lake Johnstad, ID 70925",returning
CUST01259,Melissa Dean,sjones@example.com,892.916.5148x1114,2024-03-18,"USCGC Wilson, FPO AA 31243","53845 Michelle Lake, Courtneyfurt, NH 29815",returning
CUST01260,Rhonda Jones,elizabethhernandez@example.org,001-424-334-6662x9136,2024-02-04,"0601 Barnes Creek Apt. 058, Caitlinport, KS 59712","0074 Sandra Vista, West Joe, UT 32556",returning
CUST01261,Megan West,bryan75@example.org,(865)382-5548x386,2024-06-15,"790 Smith Valleys Apt. 090, Glennshire, KS 89989","3666 Lee Forest Suite 286, East Amy, NH 44282",returning
CUST01262,Dustin Abbott,qjohnson@example.org,(393)793-9427x282,2024-04-29,"960 Brown Point Suite 447, Rochafurt, KY 71668","7829 Joseph Summit, Sarahbury, FM 43113",returning
CUST01263,Danielle Lloyd,tpayne@example.org,+1-496-606-2638x23919,2024-01-18,"5456 Michelle Shore Apt. 868, Wardburgh, NJ 78808","129 Phillips Haven Apt. 771, Cassandraville, RI 98677",returning
CUST01264,Jeremy Martin,daniel36@example.com,918-284-4014,2024-08-16,"96172 Hunt Plains, Lake Elaine, KS 90626","1804 Nguyen Course, New Michelle, PA 74611",returning
CUST01265,Stephanie Walton DDS,martincynthia@example.net,975-263-6518x3704,2024-05-24,"1250 Hartman Ferry, Lake Stephanietown, IN 48752","795 Cindy Walks, Waltersview, MN 20140",returning
CUST01266,Robert Cox,diazwilliam@example.com,499-988-5522,2024-04-12,"59845 Gentry Ville, Derekton, MD 39092","91298 West Gateway Suite 370, Francisberg, IL 07206",returning
CUST01267,William Hutchinson,alexandercharlene@example.net,963.629.5166x2156,2024-01-02,"74703 Jason Lock Apt. 860, South Courtney, NH 15779","405 Tammy Cliff Suite 585, East William, SC 61983",returning
CUST01268,David Phillips,griffinsteven@example.com,7583828703,2024-05-31,"974 Smith Brooks Suite 064, Brentfort, TN 09910","46115 Garrett Falls Suite 027, North Daniel, OH 08868",returning
CUST01269,Linda Lee,sandyenglish@example.net,669-751-5223,2024-02-14,"960 Glover Streets, South Michaela, WI 50756","80606 Sarah Stravenue Apt. 640, Codyside, IN 23831",returning
CUST01270,Jesse Smith,andrew14@example.net,489.635.3173,2024-08-02,"522 Curtis Common Apt. 341, Natalieville, DC 54870","5835 Thomas Plain, Port Sylvia, SD 81291",returning
CUST01271,Jared Soto,ricky69@example.com,770-393-1957x996,2024-06-08,"449 Jensen Avenue, Pearsonside, ME 43607","9023 Timothy Wells Suite 146, Samanthaton, SD 88989",returning
CUST01272,Jill Conley,esmith@example.org,908-218-9813,2024-02-28,"7084 Wolfe Glen, Lesliebury, WI 88809","2119 Jones Corners Apt. 945, South Michael, WV 69358",returning
CUST01273,Jeffrey Becker,chadpeterson@example.org,6003888876,2024-09-05,"2228 Nguyen Meadow Apt. 149, West Justin, OH 09918","27619 Joel Mountains Suite 311, Port Georgemouth, UT 25823",new
CUST01274,Joshua Wilson,michele93@example.org,(514)994-0074x672,2024-06-25,"88210 Gray Trail, West Elizabethshire, PW 48143","42537 Sullivan Stravenue Suite 732, Pamelashire, MO 50582",returning
CUST01275,Cindy Goodwin,lglover@example.net,823.880.5712x1662,2024-01-12,"3428 Desiree Greens, South Amber, WA 90444","68895 Tracey Cliffs Apt. 330, Kennethville, NJ 79799",returning
CUST01276,Sergio Adkins,kevinvazquez@example.com,846-624-0441x6316,2024-05-06,"00337 Jonathan Villages Suite 421, Lake Renee, NE 88717","808 Barnes Avenue Apt. 891, Williamshaven, NY 02030",returning
CUST01277,Albert Fischer,joshuatapia@example.com,001-777-822-6966x734,2024-06-19,"Unit 1500 Box 8585, DPO AA 75909","651 Mosley Turnpike Apt. 127, Lake Carriemouth, FL 53687",returning
CUST01278,Kevin Wagner,amartinez@example.com,001-572-501-6485x471,2024-02-06,"196 Jon Course Apt. 004, South Natalie, MN 84629","PSC 9153, Box 9305, APO AP 11023",returning
CUST01279,Thomas Gray,kschwartz@example.com,8103619581,2024-07-28,"298 Nguyen Meadow, Ayalaport, MI 02772","785 Susan Via, Turnerborough, MS 85193",returning
CUST01280,Michelle Golden,matthewmitchell@example.net,991.524.1521x21933,2024-01-30,"32897 Valentine Forks Suite 756, Dawntown, OH 77872","07259 Garner Fields Suite 649, Heatherborough, IA 03557",returning
CUST01281,Samantha Morris,jessica52@example.net,+1-442-728-5141x363,2024-08-18,"33330 Patterson Valley Apt. 111, South Donald, IL 91794","Unit 6790 Box 8213, DPO AP 49054",returning
CUST01282,Jose Johnson,jodyhernandez@example.org,001-583-508-7993,2024-09-02,"89198 Short Brooks, North Michele, GU 67368","818 Joseph Ford Suite 862, West William, OH 01597",new
CUST01283,Joyce Hawkins,ltucker@example.com,001-502-744-6442,2024-05-20,"USCGC Nelson, FPO AA 04204","702 Lindsey Landing, Tonyaberg, MH 84448",returning
CUST01284,Patricia Briggs,davissteven@example.net,(639)215-9658x6681,2024-04-12,"454 Allen Motorway Apt. 263, West Melvin, NV 08130","75966 Stephanie Highway, Donnafurt, MN 68583",returning
CUST01285,Tammy Bell,sarah08@example.net,407-406-1140,2024-09-16,"606 Meyer Walk Suite 229, Andrewport, LA 28612","848 Cortez Circles Apt. 745, Adkinsmouth, MO 69085",new
CUST01286,Meghan Reid,ycurtis@example.com,997.630.3659x07746,2024-02-20,"97055 Clarke Creek Apt. 334, Lake Christopher, WI 62095","496 Colin Parkways Suite 340, South Patricia, GU 89435",returning
CUST01287,Brittany Clark,riveraabigail@example.com,(631)807-8577,2024-01-19,"4201 April Lock, South Fred, IN 97901","814 Cochran Mill, Danielland, GU 66441",returning
CUST01288,Patricia Brady,stevenlucas@example.net,001-548-628-8276,2024-09-24,"3571 Walsh Trace Apt. 547, Port Steven, MA 60905","74793 Nancy Run Apt. 712, East Roger, NY 14018",new
CUST01289,Pamela Rivas,jenniferrivera@example.com,839.397.7041x458,2024-09-22,"23590 Allen Parkways Suite 755, Jenniferhaven, LA 05413","10997 Stevens Station Apt. 196, Sloanfurt, TX 58465",new
CUST01290,Joshua Zuniga MD,lynnknight@example.org,001-207-998-9097x892,2024-08-10,"381 Daniel Throughway, South Natasha, KY 01216","95264 Olson Well, Sarachester, UT 25833",returning
CUST01291,Eric Reyes,shariherman@example.com,001-488-248-8059x5474,2024-03-10,"43714 Melissa Haven, Lake Wesley, NY 08383","724 Amanda Way, Margaretshire, MO 80051",returning
CUST01292,Emily Case,travis85@example.org,(220)772-1598,2024-06-11,"24703 Danielle Spurs, East Kimberlyborough, NH 70555","68409 Ramirez Drive, New Stephanie, MN 43311",returning
CUST01293,Sharon Smith,gonzalesbrenda@example.org,001-282-724-4913x061,2024-05-22,"41936 Smith Terrace Suite 415, North Williamburgh, GA 38181","950 Anthony Gardens, East Natalie, GA 95033",returning
CUST01294,Kimberly House,ashleywalsh@example.org,814.327.3502x21491,2024-02-17,"953 Tamara Alley, Cherylhaven, SD 39452","Unit 2814 Box 3519, DPO AP 40434",returning
CUST01295,Sheila Washington,weberashley@example.net,301.891.1543,2024-09-24,"41048 Lisa Lodge, Elizabethfurt, FL 85389","832 Lee Trafficway, Dustinshire, IL 80441",new
CUST01296,Patrick Walsh,nathaniellittle@example.net,(656)279-1671x2794,2024-06-25,"9725 John Summit, West Kelsey, OR 60087","306 Delacruz Pass Suite 861, Port Bruce, TX 18388",returning
CUST01297,Charles Christensen,amycooper@example.org,(368)245-0156x22584,2024-09-26,"9827 Justin Mountains Apt. 564, Byrdfort, FL 76736","815 Jeffrey Knolls Apt. 384, North Cheryl, DC 55223",new
CUST01298,Anthony Joseph,pwagner@example.org,001-608-652-0564x59803,2024-08-21,"5951 Burgess Square Apt. 950, Vanessaport, WV 93263","Unit 4920 Box 9545, DPO AA 35939",returning
CUST01299,Renee Oneal,whitealicia@example.org,001-449-744-2283,2024-08-22,"2796 Adam Harbors Suite 509, Teresaside, SD 88840","63882 Alexander Stravenue Suite 925, East Danielhaven, OR 95900",returning
CUST01300,Steven Wood,gmoore@example.org,(263)363-0043x359,2024-04-19,"75569 Atkinson Greens Suite 735, Lake William, VA 89557","57741 Martinez Viaduct Suite 566, Rachelfurt, ME 02288",returning
CUST01301,Jermaine Miller,johnhoward@example.net,(596)679-6939x24962,2024-06-03,"285 Melvin Ferry Apt. 794, Westport, CA 66003","360 Brian Mountains, Woodston, MN 28644",returning
CUST01302,Ariel Chambers,benjamin58@example.net,+1-854-298-0618x46487,2024-04-19,"Unit 5764 Box 6036, DPO AE 87169","86622 Garcia Road Apt. 173, Hughesmouth, NE 55390",returning
CUST01303,Amanda Freeman,zoebrown@example.net,(377)623-6576,2024-06-26,"5716 Johnson Estate Apt. 612, West Michelle, OR 92976","724 Wheeler Corners Suite 648, South Cole, AS 69354",returning
CUST01304,Karen Roman,johnsoncaitlin@example.com,+1-333-780-7033,2024-09-04,"0533 Amanda Isle Apt. 983, Brownshire, MO 90903","9110 Alexander Plains Suite 586, New Heather, WV 04205",new
CUST01305,Angela Sullivan,romankayla@example.org,+1-313-206-3548x5396,2024-04-10,"805 Jacobson Ways, Wardview, WY 94979","9387 Margaret Plain, South Ashley, IN 44846",returning
CUST01306,Kimberly Goodman,katelyn44@example.com,001-690-757-3019x95261,2024-09-16,"824 Quinn Locks Suite 363, West Danielhaven, PW 11484","963 Teresa Gardens Apt. 385, Piercebury, MO 75357",new
CUST01307,Sarah Sanchez,seth01@example.com,416.329.2356,2024-09-03,"35712 Pamela Islands Suite 492, East Daniellechester, AL 50294","87024 Morales Union Suite 310, Sandersshire, UT 07795",new
CUST01308,Joshua Graham,smithsusan@example.net,843-559-3457x1615,2024-07-04,"1013 Jason Falls, North Jeremy, MO 65644","3081 Wheeler Canyon Apt. 503, Taraton, MO 19611",returning
CUST01309,Tony Rivera,jessica04@example.org,316-688-3921,2024-07-16,"8587 James Unions Suite 667, Randolphfurt, NC 17370","73703 Norton Highway, Sweeneyview, IN 67029",returning
CUST01310,Amanda Baker,andre82@example.com,001-355-242-8358x8742,2024-09-14,"054 Wilkinson Ramp, Julieshire, NY 30960","608 Kelsey Mountain, Krystalbury, OK 30560",new
CUST01311,Shannon Padilla,katie76@example.org,(670)698-3965,2024-09-13,"053 Hall Mills, Lake Paulhaven, AZ 34275","805 Wright Turnpike Apt. 925, West Betty, LA 72115",new
CUST01312,Jonathon Harris,kgreen@example.org,001-305-887-6869x46184,2024-01-03,"41787 Hanna Trail Apt. 056, Leeberg, MT 23864","02578 Rogers Fort Suite 786, Myersborough, NE 04186",returning
CUST01313,Destiny Hoffman,michellerodriguez@example.net,354-779-9844,2024-03-26,"327 David Turnpike Apt. 823, Rodriguezstad, OR 55391","39804 Erickson Gardens, South Kristin, HI 17395",returning
CUST01314,Natalie Higgins,hollycampos@example.com,762-359-6971,2024-04-15,"7163 Hailey Ridges Apt. 809, Thomasmouth, NY 98935","89192 Gina Harbors, Benjaminberg, NE 84534",returning
CUST01315,Lacey Campbell,marvinpeters@example.net,+1-735-640-8584x2049,2024-01-18,"PSC 2876, Box 7567, APO AA 30320","8814 Kidd Forest Apt. 413, South James, AS 23202",returning
CUST01316,Emily Hart,mary81@example.net,3204842735,2024-06-02,"864 Dawson Views Apt. 961, North Kristine, MD 19925","01906 Veronica Meadow Suite 212, West Richard, KS 38568",returning
CUST01317,Miranda Hardin,jperry@example.net,(365)245-6670x37070,2024-03-26,"575 Rebekah Pines Apt. 578, Gwendolynmouth, CO 13978","856 Hailey Stravenue, Wilkinsonside, CO 66198",returning
CUST01318,Heather Lawrence,ysolis@example.net,686-223-9378,2024-08-05,"95715 Hatfield Wells Apt. 100, West Rebeccaland, WY 75379","5685 Lisa Fields, Dorseyside, MT 08791",returning
CUST01319,Richard Stevens,lbradford@example.org,223-378-3762x3147,2024-04-27,"Unit 6056 Box 2926, DPO AA 77570","2013 Thomas Cove, Jenniferfort, NE 30542",returning
CUST01320,Ashley Pierce MD,janetmason@example.org,001-568-785-3591,2024-01-13,"PSC 2637, Box 4788, APO AP 69899","PSC 4591, Box 9878, APO AE 95367",returning
CUST01321,Carlos Stone,ashleyfrench@example.org,+1-739-627-5413x8705,2024-03-25,"4755 Ian Creek, South Valerie, RI 05817","49914 Alexander Mountains, South Lorettamouth, NY 74552",returning
CUST01322,Suzanne Smith,vpotter@example.org,001-554-457-9427x53737,2024-06-12,"PSC 9537, Box 2444, APO AP 62931","26951 Banks Route, South Carla, FM 06597",returning
CUST01323,Jacqueline Boyer,frankvickie@example.net,001-202-897-0895x3897,2024-01-24,"37489 Whitaker Point, South Mary, MH 64761","6105 Daniel Brooks, Elizabethfort, PA 37855",returning
CUST01324,Lisa Ortiz,benjamin51@example.com,2357627061,2024-01-10,"1953 Hernandez Court, Webbview, AL 73638","9753 Kristen Stravenue Apt. 545, South Kerrybury, UT 84517",returning
CUST01325,Amanda Gibson,aprilyoung@example.com,988-368-2875,2024-08-16,"30755 Poole Lodge Apt. 658, Craigborough, MP 01364","20646 Andrew Run, Freemanhaven, IA 55123",returning
CUST01326,Melissa Thompson,jennifer02@example.net,(738)302-6492x8031,2024-02-02,"65817 Thompson Rue, West Taylor, ID 56104","123 Mark Forges Apt. 526, North Caseyland, ND 84214",returning
CUST01327,Joseph Mays,samanthasanchez@example.org,+1-801-722-1243,2024-02-11,"USS Brown, FPO AE 58557","2050 Brianna Ports Apt. 197, West Williamhaven, AS 49191",returning
CUST01328,Michael Rodriguez,millerheather@example.com,(250)411-2875,2024-08-31,"90973 Scott Radial, West Cassiebury, NM 14587","5141 James Plain, Port Troychester, CA 06023",returning
CUST01329,Timothy Jones,angela48@example.net,(275)736-2479,2024-08-07,"347 Smith Trail, South Andreastad, VA 55775","0585 Craig Landing Suite 771, Holdenmouth, MP 59655",returning
CUST01330,Mrs. Amy Cain,bsimmons@example.org,(810)442-0307x3538,2024-05-20,"9780 Jennifer Wall, Wuchester, PA 00589","47550 Evans Pine Apt. 444, Port Brittany, KY 54334",returning
CUST01331,Hailey Richards,ricardothompson@example.org,001-781-438-3349x415,2024-08-21,"7771 Mike River, Wilsonfurt, AK 08161","37871 Barrett Turnpike, Wadehaven, SD 76401",returning
CUST01332,Brenda Flores,brianbrown@example.com,800-290-6250x9466,2024-03-05,"8902 Figueroa Street, Port William, WI 98874","8407 Jose Crescent, East Yvonneville, MT 89514",returning
CUST01333,Zachary Lee MD,brianbrown@example.com,+1-773-309-0533x0192,2024-02-10,"7048 Yang Island Apt. 231, Port Shannon, PW 99373","471 Durham Knolls Apt. 371, Tammytown, AL 63967",returning
CUST01334,Anthony Thomas,patriciahernandez@example.net,(915)726-2076,2024-04-09,"7186 Taylor Brook Apt. 697, South Matthew, WY 67964","231 Rodriguez Branch Apt. 783, East Markmouth, CA 81606",returning
CUST01335,William Ward,heatherortiz@example.net,718.283.7606x17125,2024-01-23,"493 Leah Neck Apt. 640, West Sarah, KY 40724","88559 Brian Motorway, Rodriguezmouth, MP 57741",returning
CUST01336,Katie Ryan,lawrenceperkins@example.org,001-283-320-0738x65437,2024-05-26,"928 Wong Dale Suite 976, New Kimberlybury, ME 70618","13109 Anderson Lakes Apt. 115, Rodriguezberg, WI 51687",returning
CUST01337,Joseph Ortiz,henrybryant@example.net,(656)958-4042x91037,2024-05-10,"6712 Jacqueline Hills Suite 641, Michaelberg, DE 89426","913 Fox Garden, East Kristinhaven, GA 76097",returning
CUST01338,Kathleen Ashley,ltucker@example.org,001-413-950-3366x89494,2024-06-24,"7447 Gary Highway Suite 719, Stephaniestad, KY 74639","472 Mcdaniel Canyon Suite 128, South Vincentfort, CO 50991",returning
CUST01339,Cindy Guerra,joseph28@example.org,470-204-2955x471,2024-08-15,"68080 Conner Falls, Donaldfort, SC 57891","3299 Becky Plaza Suite 599, West Wayneport, DE 77017",returning
CUST01340,Stacey Wilson,william46@example.com,680.934.6700x61693,2024-09-08,"63707 Chad Landing, New Davidfurt, CA 52884","4649 Branch Ridges, Port Danielstad, GA 41049",new
CUST01341,Maurice Nguyen,jonesmichael@example.org,+1-714-512-7701,2024-01-24,"283 Brooke Drives Apt. 811, Ramirezton, AR 65478","2843 Susan Shore, Cruzborough, MD 49917",returning
CUST01342,John Hodge,brittanyhill@example.org,(664)572-8333,2024-07-03,"32227 Bennett Parks Suite 834, Emilyland, GU 60319","819 Keith Way, West Daniel, PR 22856",returning
CUST01343,Christopher Hunt MD,wzavala@example.net,(209)239-7498,2024-08-20,"367 Ferguson Village, West Sheilamouth, KY 96875","4297 Tracy Meadow Apt. 233, Amandaborough, NM 88767",returning
CUST01344,Anna Costa,veronica73@example.com,611.765.3126,2024-05-17,"USCGC Wallace, FPO AA 58591","71591 Rebekah Turnpike Apt. 356, Port Cynthia, AS 49249",returning
CUST01345,Philip Brown,martinezmatthew@example.net,001-334-911-3732x0220,2024-05-10,"60686 Fisher Alley, Smithchester, AS 37701","99875 Castro Courts Apt. 995, North Taraberg, RI 69377",returning
CUST01346,Christine Dalton,martinezmatthew@example.net,809-532-7532x96948,2024-04-28,"13065 James Freeway, Mcintyreland, GU 13311","4115 Virginia Lights Suite 465, East Christy, WI 49634",returning
CUST01347,Joseph Smith,bhoffman@example.net,503.322.6008x884,2024-08-19,"731 Tammy Forest Apt. 129, West Morganview, GA 66414","61601 Elizabeth Road, Hernandezside, RI 83228",returning
CUST01348,Brent Cox,caseymathis@example.net,906-209-7849,2024-03-21,"097 Bass Lodge, Lambertbury, CT 04846","3194 Dennis Forest Suite 532, Millerfort, WI 91487",returning
CUST01349,Cameron Waters,alexander62@example.org,(509)844-4831x749,2024-03-10,"1687 Walker Burgs, Gonzalezburgh, FL 86692","483 Clark Crest Suite 013, North Douglasmouth, GU 58389",returning
CUST01350,Sarah Foley,glenchambers@example.org,386-223-4223x42264,2024-08-03,"30566 Fischer Mission Suite 061, West Tonya, NM 34328","08439 Helen Port, East Janetchester, PA 54491",returning
CUST01351,Brittany Rivas,hreynolds@example.org,+1-987-848-5117x66124,2024-04-11,"PSC 8597, Box 6646, APO AP 21158","PSC 5902, Box 8277, APO AP 39484",returning
CUST01352,Regina Mcdonald,victoria82@example.com,544.978.2001,2024-06-08,"2813 Anderson Greens, Port Brandon, LA 55490","2170 Pacheco Views, Taylorfort, NH 75518",returning
CUST01353,Andrew Jefferson,victoria82@example.com,(903)204-3307,2024-08-01,"15323 Brown Port, Mitchelltown, AS 56766","81063 Caitlin Lakes Suite 480, Pricefurt, KY 93042",returning
CUST01354,Vanessa Marquez,danapope@example.org,416-351-2654x73704,2024-06-17,"2387 Dunlap Terrace, Salinastown, AL 74883","0693 Garrett Locks Apt. 381, East Paige, MP 39442",returning
CUST01355,James Smith,taradelgado@example.com,260.520.7073x7366,2024-09-07,"0790 Mosley Row Suite 005, Brittanybury, WA 08996","344 Denise Loaf Apt. 590, Port Anita, RI 92088",new
CUST01356,Gary Beasley,robertthompson@example.com,001-519-645-0890x66036,2024-08-06,"616 David Way, East Nicholas, LA 42818","043 Gregory Trace, Scottview, GU 49586",returning
CUST01357,Brendan Murphy,sullivanbrenda@example.com,(886)981-5915,2024-07-17,"794 Scott Square, South Allenside, CT 18742","0298 Stephanie Greens, Jonesfort, AR 54206",returning
CUST01358,Mary White,charlotte50@example.org,697-897-6470,2024-07-08,"5612 Graham Dale, Robertshire, MI 08922","62802 Meadows Turnpike Suite 228, Victorfurt, OR 64291",returning
CUST01359,Donald Rowe,olivia36@example.net,4449635800,2024-07-21,"USNS Bishop, FPO AA 13843","12905 Jones Flat, Schultzburgh, MS 83098",returning
