transaction_id,customer_id,product_id,order_date,order_time,amount,quantity,payment_method,shipping_address,billing_address,acquisition_channel,is_fraud,chargeback_date,device_type,ip_address,is_weekend,is_high_value,signup_date,days_since_signup,is_new_customer,shipping_billing_mismatch,fraud_prediction
TXN002316,CUST00236,PROD0259,2024-10-19,10:38:00,584.72,2,Debit Card,"749 Walters Street Apt. 918, New Erichaven, PR 11999","9021 Simmons Valley Suite 080, Allenchester, AZ 66589",Organic,False,,Desktop,159.70.11.195,1,1,2024-08-10,70,0,1,1
TXN002317,CUST04487,PROD0267,2024-10-19,10:22:00,168.4,1,Credit Card,"819 Annette Parkways, Vincentbury, NV 83955","7598 David Fords Suite 106, Sandratown, AR 92353",Social,False,,Tablet,95.178.115.161,1,0,2024-09-23,26,1,1,1
TXN002318,CUST02503,PROD0202,2024-10-19,15:30:00,356.58,1,Apple Pay,"PSC 1376, Box 0221, APO AE 95816","Unit 1613 Box 4560, DPO AE 10112",Email,False,,Mobile,119.7.170.132,1,0,2024-05-19,153,0,1,1
TXN002319,CUST02774,PROD0051,2024-10-19,14:45:00,1312.47,3,Apple Pay,"58404 Lopez Gardens Apt. 760, Port Kimberly, PR 57171","66738 David Lakes, North Mitchell, MD 19538",Email,False,,Desktop,67.158.219.223,1,1,2024-02-26,236,0,1,1
TXN002320,CUST07712,PROD0011,2024-10-19,11:11:00,305.83,1,Credit Card,"618 Laura Spurs, Port Theodore, PR 83922","0751 Krause Stravenue Apt. 571, East Toddville, MP 02923",Organic,False,,Tablet,193.128.102.249,1,0,2024-06-06,135,0,1,1
TXN002321,CUST07693,PROD0154,2024-10-19,14:37:00,237.63,1,Apple Pay,"935 Kelly Trafficway, South Stephanie, FM 10637","2764 Sanchez Heights, Rochaville, ID 24479",Paid Search,False,,Mobile,179.151.86.245,1,0,2024-06-16,125,0,1,1
TXN002322,CUST00665,PROD0428,2024-10-19,12:07:00,835.38,2,Credit Card,"5314 Fry Square Apt. 417, North Matthewstad, MA 73335","350 Kimberly Meadows Suite 490, Turnerberg, PW 20560",Paid Search,False,,Desktop,58.45.70.85,1,1,2024-01-07,286,0,1,1
TXN002323,CUST09692,PROD0435,2024-10-19,07:45:00,377.31,3,Debit Card,"715 Mark Prairie Apt. 959, Moorehaven, HI 63539","662 Juarez Greens, Gregoryfurt, PA 83442",Organic,False,,Desktop,199.24.225.206,1,0,2024-05-05,167,0,1,1
TXN002324,CUST08362,PROD0290,2024-10-19,09:47:00,490.58,1,Credit Card,"6747 Carrie Street, Rodriguezmouth, PR 32615","01547 Sarah Streets Apt. 338, Rhondaburgh, AZ 89133",Organic,False,,Mobile,16.234.52.99,1,0,2024-03-11,222,0,1,1
TXN002325,CUST03438,PROD0128,2024-10-19,14:52:00,366.99,1,Credit Card,"404 Gillespie Canyon, Lake Michael, PW 97637","19495 Larry Wall, Cortezberg, SC 04543",Paid Search,False,,Tablet,183.83.146.151,1,0,2024-09-02,47,0,1,1
TXN002326,CUST06748,PROD0301,2024-10-19,18:48:00,1282.08,3,PayPal,"81973 James Stravenue, Coffeyton, MT 30372","2215 Moss Parkway Suite 190, Peterview, NC 99046",Social,False,,Desktop,66.226.55.99,1,1,2024-08-02,78,0,1,1
TXN002327,CUST01831,PROD0333,2024-10-19,13:00:00,271.84,2,Credit Card,"Unit 1557 Box 7189, DPO AE 38573","737 Paul Extensions Suite 555, New Michaelland, IN 97779",Email,False,,Tablet,154.201.77.87,1,0,2024-02-01,261,0,1,1
TXN002328,CUST07664,PROD0325,2024-10-19,17:06:00,117.31,1,PayPal,"836 Paula Pike Suite 440, East Larryport, MN 49998","35229 Felicia Forge, Angelaborough, MO 76003",Paid Search,False,,Mobile,151.251.235.143,1,0,2024-08-10,70,0,1,1
TXN002329,CUST00615,PROD0081,2024-10-19,11:02:00,1381.5,3,Credit Card,"Unit 2489 Box 5587, DPO AP 57871","86569 Kenneth Harbors Suite 673, East Jennifer, RI 09748",Email,False,,Mobile,134.225.8.197,1,1,2024-05-11,161,0,1,1
TXN002330,CUST09059,PROD0012,2024-10-19,10:15:00,272.75,1,PayPal,"9700 Davis Divide Suite 693, Mariofort, IN 22826","17780 Micheal Freeway Suite 376, Chapmanshire, IA 94244",Social,False,,Tablet,3.123.97.158,1,0,2024-08-30,50,0,1,1
TXN002331,CUST03795,PROD0431,2024-10-19,11:37:00,873.12,2,Credit Card,"2661 Galvan Causeway, Charleston, WI 78902","948 Ashley Mission Apt. 178, West Ashleymouth, DE 15326",Social,True,2024-12-17,Mobile,205.191.64.33,1,1,2024-07-27,84,0,1,1
TXN002332,CUST08913,PROD0148,2024-10-19,16:21:00,309.52,1,PayPal,"PSC 9865, Box 6922, APO AP 06409","326 Jeffrey Fort, Ramosborough, HI 77273",Organic,False,,Tablet,179.166.197.146,1,0,2024-06-23,118,0,1,1
TXN002333,CUST01535,PROD0149,2024-10-19,12:38:00,639.24,3,Credit Card,"USNS Morales, FPO AE 49286","989 Simon Center, South Courtneymouth, GA 32491",Organic,True,2024-12-09,Mobile,186.166.186.23,1,1,2024-03-22,211,0,1,1
TXN002334,CUST00318,PROD0333,2024-10-19,12:41:00,407.76,3,Debit Card,"0682 Donna Extension, East Crystal, MD 88828","079 Powell Crest Suite 706, Youngfurt, NC 19708",Social,False,,Tablet,163.77.241.87,1,0,2024-07-31,80,0,1,1
TXN002335,CUST04345,PROD0137,2024-10-19,15:48:00,844.98,3,Debit Card,"39170 Allen Parks, Smithfort, DC 45976","130 John Groves, Acostaland, KY 43814",Social,False,,Desktop,82.33.36.185,1,1,2024-01-04,289,0,1,1
TXN002336,CUST06778,PROD0097,2024-10-19,14:18:00,13.83,1,Credit Card,"8709 Stephen Green, Lake Gabriellemouth, AL 61650","138 Smith Station Suite 308, New Jessicaland, VI 21125",Email,False,,Mobile,49.84.68.38,1,0,2024-07-26,85,0,1,1
TXN002337,CUST05400,PROD0314,2024-10-19,20:33:00,470.38,2,Apple Pay,"53108 John Way Suite 157, Ericafurt, DE 59343","5232 Reed Road, East Annetteborough, ME 05845",Organic,False,,Desktop,200.214.82.103,1,0,2024-09-17,32,0,1,1
TXN002338,CUST00561,PROD0023,2024-10-19,20:05:00,366.69,3,Apple Pay,"302 Christina Forks, Joshuatown, WY 53078","73512 Jackson Shore, South Amberburgh, LA 26940",Organic,False,,Mobile,213.140.123.233,1,0,2024-07-31,80,0,1,1
TXN002339,CUST04973,PROD0114,2024-10-19,16:33:00,377.24,1,Apple Pay,"3881 Thomas Street, Sotoville, AR 44248","976 Brandi Plain Suite 760, East Catherine, NC 11909",Email,False,,Mobile,182.208.200.234,1,0,2024-08-29,51,0,1,1
TXN002340,CUST06492,PROD0283,2024-10-19,07:24:00,436.08,3,Credit Card,"PSC 7222, Box 6952, APO AE 67943","660 Roy Expressway Suite 431, East James, WI 40860",Email,True,2024-11-27,Desktop,67.170.33.54,1,0,2024-09-01,48,0,1,1
TXN002341,CUST00581,PROD0419,2024-10-19,13:31:00,170.78,1,PayPal,"4033 Baker River, Smithbury, IA 80252","31456 Edwards Crossroad, South Mark, NJ 79097",Organic,False,,Desktop,200.51.26.104,1,0,2024-09-27,22,1,1,1
TXN002342,CUST06284,PROD0065,2024-10-19,11:09:00,79.4,2,Credit Card,"3139 Newton Glen Suite 134, Whitemouth, RI 30789","1821 Carr Pike, North Cindy, UT 99873",Paid Search,False,,Tablet,214.114.201.190,1,0,2024-07-31,80,0,1,1
TXN002343,CUST03433,PROD0361,2024-10-19,11:39:00,221.1,2,Apple Pay,"159 Joshua Radial Apt. 064, North Jennifer, NE 30026","527 Osborne Vista Suite 449, Lauraville, MN 95807",Paid Search,False,,Desktop,167.143.60.105,1,0,2024-02-02,260,0,1,1
TXN002344,CUST00031,PROD0102,2024-10-19,15:21:00,257.65,1,Debit Card,,"USCGC Hahn, FPO AE 57970",Social,False,,Mobile,177.0.143.143,1,0,2024-07-05,106,0,1,1
TXN002345,CUST07132,PROD0304,2024-10-19,16:07:00,125.04,1,Credit Card,"753 Nelson Isle, Ronaldport, NJ 80676","USS Baker, FPO AA 91195",Email,False,,Mobile,176.12.177.4,1,0,2024-07-31,80,0,1,1
TXN002346,CUST09271,PROD0418,2024-10-19,12:18:00,1158.0,3,Credit Card,"6681 Schwartz Causeway Apt. 879, South Amandafurt, DC 77789","020 Laura Well Suite 184, Monicaburgh, KS 04145",Organic,False,,Desktop,93.40.30.208,1,1,2024-05-09,163,0,1,1
TXN002347,CUST00263,PROD0244,2024-10-19,17:56:00,458.16,3,Credit Card,"850 Katherine Gateway, North Karenborough, FM 01329","7475 Jeremy Extension Apt. 567, Nguyenfurt, NH 61369",Organic,False,,Mobile,150.203.74.189,1,0,2024-07-10,101,0,1,1
TXN002348,CUST04300,PROD0075,2024-10-19,13:00:00,1391.97,3,Debit Card,"25298 Evans Springs Suite 708, East Kelly, DC 27184","86363 Jenkins Flat, Lisaton, WI 42088",Email,False,,Mobile,25.252.236.136,1,1,2024-03-18,215,0,1,1
TXN002349,CUST09985,PROD0018,2024-10-19,14:43:00,964.47,3,Debit Card,"1405 Angela Views Suite 745, Pottsstad, NE 62141","472 Palmer Meadow, Christopherstad, VT 52497",Email,False,,Tablet,179.150.79.139,1,1,2024-05-16,156,0,1,1
TXN002350,CUST07093,PROD0012,2024-10-19,07:59:00,545.5,2,Apple Pay,"45680 Brown Place Suite 225, Port Heidichester, VT 19609","87490 Julie Squares, Watkinsport, SC 99415",Organic,True,2024-11-24,Tablet,56.86.81.152,1,1,2024-02-16,246,0,1,1
TXN002351,CUST02190,PROD0321,2024-10-19,12:33:00,62.25,3,Credit Card,"410 Mcdowell Flat Apt. 608, Whitechester, TN 65361","62762 Paul Ville Apt. 166, New Elizabethside, IA 90164",Paid Search,False,,Tablet,81.119.129.122,1,0,2024-04-24,178,0,1,1
TXN002352,CUST01159,PROD0489,2024-10-19,17:10:00,1330.41,3,Apple Pay,"22166 Christie Knoll Apt. 381, Chelseamouth, CA 90816","4292 Snyder Brooks Apt. 932, Davidchester, GU 58333",Email,False,,Desktop,199.161.229.182,1,1,2024-07-05,106,0,1,1
TXN002353,CUST01371,PROD0076,2024-10-19,17:28:00,651.81,3,Debit Card,"PSC 1519, Box 7096, APO AE 60623","5970 Sean Estates, Port Devinland, TN 95726",Social,False,,Mobile,54.169.82.242,1,1,2024-07-03,108,0,1,1
TXN002354,CUST01563,PROD0437,2024-10-19,08:33:00,96.8,1,Debit Card,"229 Tanya Loop Apt. 957, South Amyborough, AL 07214","5363 Ryan Light, East Philiphaven, VI 37339",Email,False,,Mobile,146.233.108.1,1,0,2024-09-18,31,0,1,1
TXN002355,CUST00018,PROD0333,2024-10-19,17:40:00,271.84,2,Apple Pay,"097 Alexandria Stravenue, Hernandezbury, AZ 75548","588 Erickson Hills Suite 055, South Brandytown, PA 62706",Paid Search,False,,Tablet,176.77.238.238,1,0,2024-06-01,140,0,1,1
TXN002356,CUST05174,PROD0233,2024-10-19,15:01:00,253.05,3,PayPal,"8563 Tracy Plains, Moniquechester, ND 07898","983 Smith Ferry, West Robert, IL 50031",Social,False,,Mobile,100.49.134.66,1,0,2024-03-26,207,0,1,1
TXN002357,CUST03352,PROD0274,2024-10-19,12:32:00,24.15,1,Apple Pay,"260 Edwards Burg, Millermouth, MH 82030","885 Shane Skyway, Lake David, ID 86881",Social,False,,Mobile,46.230.228.239,1,0,2024-04-13,189,0,1,1
TXN002358,CUST09518,PROD0357,2024-10-19,13:00:00,950.04,2,PayPal,"33925 Daniels Road Suite 289, Melanieshire, OK 93119","17227 Abbott Parks, Acostachester, AK 46884",Email,False,,Mobile,199.23.20.158,1,1,2024-06-27,114,0,1,1
TXN002359,CUST07080,PROD0468,2024-10-19,17:05:00,1428.21,3,PayPal,"9399 Jared Wells, West Brianshire, WA 77701","06679 Frost Forge Apt. 429, Lake Jennatown, MA 20127",Email,False,,Desktop,160.168.73.140,1,1,2024-05-11,161,0,1,1
TXN002360,CUST03528,PROD0305,2024-10-19,19:45:00,498.74,1,Credit Card,"Unit 7877 Box 1286, DPO AP 12802","349 Dalton Divide, North Peterhaven, FM 41511",Organic,False,,Mobile,209.38.188.81,1,0,2024-04-29,173,0,1,1
TXN002361,CUST04329,PROD0431,2024-10-19,11:42:00,1309.68,3,Credit Card,"59123 Fernando Court, Allenview, FM 24600","38666 Anna Vista Apt. 557, North Jodi, AK 80327",Social,True,2024-12-18,Mobile,178.235.13.240,1,1,2024-01-12,281,0,1,1
TXN002362,CUST06574,PROD0428,2024-10-19,13:00:00,835.38,2,PayPal,"58348 Donald Plaza Suite 492, Stevensonhaven, OR 24361","942 Stone Landing Apt. 670, Josephburgh, NC 55272",Social,True,,Desktop,151.3.144.252,1,1,2024-09-29,20,1,1,1
TXN002363,CUST02391,PROD0499,2024-10-19,17:59:00,379.32,3,PayPal,"2704 Snyder Run, North Jodyview, RI 27743","19062 Collins Vista, Joelmouth, IN 71154",Social,False,,Desktop,202.97.68.55,1,0,2024-02-05,257,0,1,1
TXN002364,CUST09098,PROD0058,2024-10-19,16:54:00,122.18,1,Debit Card,"USNV Jackson, FPO AP 58943","926 Gregory Coves, Hollyside, IN 30205",Social,False,,Desktop,132.33.199.165,1,0,2024-09-19,30,0,1,1
TXN002365,CUST01745,PROD0325,2024-10-19,10:59:00,117.31,1,Credit Card,"PSC 3206, Box 7146, APO AP 63401","17489 Samantha Squares Apt. 130, New Timothy, FM 67218",Email,False,,Desktop,152.247.133.90,1,0,2024-07-06,105,0,1,1
TXN002366,CUST05820,PROD0173,2024-10-19,11:50:00,449.93,1,Apple Pay,"0854 Vaughn Springs, Port Melaniestad, NV 66279","37535 Blackwell Islands, East Brett, NM 24443",Social,False,,Mobile,83.72.243.128,1,0,2024-06-08,133,0,1,1
TXN002367,CUST03175,PROD0182,2024-10-19,17:52:00,439.05,3,Credit Card,"219 Baker Overpass, Perezburgh, SD 71200","Unit 9816 Box 2971, DPO AA 55556",Paid Search,False,,Mobile,129.197.151.34,1,0,2024-09-07,42,0,1,1
TXN002368,CUST01416,PROD0334,2024-10-19,09:59:00,1452.06,3,Debit Card,"869 Bonnie Corner, New Natashaville, PW 62700","436 Scott Streets, Stephanieburgh, WA 28283",Social,False,,Mobile,177.129.143.202,1,1,2024-09-12,37,0,1,1
TXN002369,CUST08779,PROD0122,2024-10-19,15:58:00,357.69,3,Credit Card,"793 Sheena Haven, Youngfort, ND 07407","Unit 3262 Box 8052, DPO AP 78041",Social,False,,Desktop,128.106.196.205,1,0,2024-07-09,102,0,1,1
TXN002370,CUST03829,PROD0274,2024-10-19,09:14:00,24.15,1,Apple Pay,"609 Kelly Turnpike Suite 080, Lake Carol, NJ 86940","20922 Douglas Parkway Apt. 717, Berryport, VA 32513",Paid Search,False,,Desktop,197.253.78.112,1,0,2024-05-21,151,0,1,1
TXN002371,CUST09577,PROD0151,2024-10-19,13:19:00,259.1,2,Apple Pay,"203 Stephanie Islands Suite 320, South Susan, ME 64435","Unit 4766 Box 4093, DPO AA 78671",Organic,False,,Tablet,93.218.229.217,1,0,2024-04-25,177,0,1,1
TXN002372,CUST09541,PROD0497,2024-10-19,13:54:00,231.34,2,Debit Card,,"1266 Clark Stream Suite 733, Carterborough, NY 11386",Paid Search,False,,Mobile,83.49.65.34,1,0,2024-07-21,90,0,1,1
TXN002373,CUST00976,PROD0458,2024-10-19,21:48:00,343.1,2,Apple Pay,,"9392 Gina Stream, Morganmouth, KS 21184",Email,False,,Tablet,166.79.141.130,1,0,2024-08-27,53,0,1,1
TXN002374,CUST04727,PROD0205,2024-10-19,11:54:00,141.51,1,Debit Card,"3341 Angela Fords Apt. 724, South Brianchester, AS 26245","957 Garcia Crest Apt. 160, Elizabethstad, VT 97329",Organic,False,,Desktop,150.189.164.38,1,0,2024-09-19,30,0,1,1
TXN002375,CUST07431,PROD0353,2024-10-19,15:54:00,683.7,3,Apple Pay,"860 Angelica Plaza, Davidfurt, MT 08522","2545 Trevor Expressway Suite 606, Port Ronald, VI 57893",Organic,False,,Tablet,135.181.5.110,1,1,2024-04-13,189,0,1,1
TXN002376,CUST06061,PROD0256,2024-10-19,10:16:00,611.64,2,Debit Card,"Unit 0542 Box 5738, DPO AE 22997","58073 Johnson Cliff, Douglasborough, IL 06272",Organic,False,,Desktop,82.23.59.3,1,1,2024-05-16,156,0,1,1
TXN002377,CUST02703,PROD0211,2024-10-19,17:37:00,564.68,2,Credit Card,"38219 Lauren Light Suite 633, Melissamouth, KY 36245","741 Garcia Oval, South Patricia, TX 81195",Organic,False,,Mobile,9.151.200.165,1,1,2024-01-15,278,0,1,1
TXN002378,CUST00948,PROD0006,2024-10-19,12:56:00,431.12,2,Credit Card,"814 Mullins Station Suite 250, Langport, IN 69492","45129 Carrie Rue, Michaelland, NY 27860",Organic,False,,Desktop,93.207.151.204,1,0,2024-08-03,77,0,1,1
TXN002379,CUST02185,PROD0068,2024-10-19,06:13:00,132.41,1,Credit Card,"22110 David Prairie Apt. 152, North Alexisville, WA 74524","625 Anthony Circles, East Taylor, NJ 41028",Social,False,,Desktop,194.240.52.204,1,0,2024-07-21,90,0,1,1
TXN002380,CUST01249,PROD0116,2024-10-19,14:51:00,1325.67,3,Debit Card,"374 Mcgrath Views Apt. 883, Lake Richardberg, OK 34626","27272 Ryan Mountain Suite 490, Sharonfort, IL 02669",Social,False,,Desktop,190.210.92.7,1,1,2024-04-16,186,0,1,1
TXN002381,CUST03586,PROD0057,2024-10-19,14:29:00,13.52,1,PayPal,"PSC 8826, Box 1925, APO AA 15858","5587 Donovan Hills, Bauerborough, NC 64534",Paid Search,False,,Tablet,74.38.203.217,1,0,2024-08-22,58,0,1,1
TXN002382,CUST08840,PROD0088,2024-10-19,09:24:00,1014.51,3,Credit Card,"7183 Michael Village, Millsport, AK 46969","7859 Matthews Estate, Jackchester, TN 44953",Paid Search,False,,Tablet,176.150.137.195,1,1,2024-01-29,264,0,1,1
TXN002383,CUST09792,PROD0180,2024-10-19,10:59:00,274.96,2,PayPal,"311 Williams Road Apt. 960, New Briantown, CT 86579","18942 Amanda Locks, Toddbury, WY 60991",Social,False,,Desktop,63.201.14.131,1,0,2024-09-14,35,0,1,1
TXN002384,CUST07294,PROD0423,2024-10-19,14:48:00,223.75,1,Debit Card,"502 Spencer Forest, New Courtneyborough, CA 63902","74979 Melissa Circle, Scottton, AL 55453",Email,False,,Tablet,187.161.7.141,1,0,2024-01-29,264,0,1,1
TXN002385,CUST01448,PROD0051,2024-10-19,13:31:00,874.98,2,Apple Pay,"026 Brown Vista, Richardside, NE 61087","2878 Diane Parkways, Emilyport, PR 61313",Email,False,,Mobile,197.231.58.203,1,1,2024-09-16,33,0,1,1
TXN002386,CUST08722,PROD0322,2024-10-19,23:35:00,289.0,2,Credit Card,"27937 Matthew Stream Apt. 745, Lake Carlabury, OH 24224","0369 Troy Mountains Suite 352, Brendaberg, IA 47419",Social,False,,Mobile,188.138.126.49,1,0,2024-01-27,266,0,1,1
TXN002387,CUST09168,PROD0419,2024-10-19,10:22:00,341.56,2,PayPal,"27522 Wells Isle Suite 000, Vasquezmouth, AK 38089","11334 Dunlap Springs Suite 851, Carterport, WV 53893",Paid Search,False,,Desktop,61.64.238.224,1,0,2024-09-10,39,0,1,1
TXN002388,CUST08647,PROD0028,2024-10-19,12:12:00,548.2,2,Apple Pay,"297 Brown Lodge, Simmonsville, AL 86770","112 Morrison Cliff Suite 275, Robertsonhaven, NJ 63360",Email,False,,Desktop,117.135.148.9,1,1,2024-06-14,127,0,1,1
TXN002389,CUST06757,PROD0477,2024-10-19,12:04:00,970.2,2,PayPal,"147 Michael Greens Apt. 859, Port Kayla, CT 91727","7681 Walker Pines Apt. 540, Shafferstad, AR 61380",Social,False,,Tablet,210.28.2.2,1,1,2024-08-06,74,0,1,1
TXN002390,CUST03464,PROD0306,2024-10-19,17:12:00,489.39,1,Credit Card,"48920 Tracy Meadow Apt. 494, Port Michele, GA 09941","60377 Crystal Divide Suite 831, Smithview, MA 14080",Organic,False,,Mobile,53.145.56.43,1,0,2024-05-14,158,0,1,1
TXN002391,CUST08068,PROD0165,2024-10-19,22:55:00,1050.12,3,Apple Pay,"248 Butler Land Apt. 593, Bartlettberg, NH 22052","62495 Sean Plaza Apt. 669, Paynemouth, FM 09729",Paid Search,False,,Mobile,66.5.165.103,1,1,2024-01-17,276,0,1,1
TXN002392,CUST06609,PROD0462,2024-10-19,15:53:00,968.34,2,PayPal,"USNS Wong, FPO AE 07965","83630 Brown Ford, Michaelfurt, KY 71101",Paid Search,False,,Mobile,101.27.157.7,1,1,2024-01-28,265,0,1,1
TXN002393,CUST07490,PROD0344,2024-10-19,16:24:00,321.35,1,Apple Pay,"11387 Fischer Shoal, South Brett, DC 90665","766 Erika Lodge, West Amyhaven, GA 77769",Email,False,,Tablet,59.179.204.12,1,0,2024-01-01,292,0,1,1
TXN002394,CUST07539,PROD0119,2024-10-19,16:02:00,197.45,1,Debit Card,"91161 Rhonda Extension Suite 181, New Mary, NY 89017","996 Sandoval Islands Suite 594, East Sharifort, DE 66104",Paid Search,False,,Desktop,69.135.171.73,1,0,2024-02-14,248,0,1,1
TXN002395,CUST06311,PROD0258,2024-10-19,13:43:00,595.38,2,Apple Pay,"Unit 6864 Box 7849, DPO AA 59688","49236 Robert Brooks Suite 106, North Matthew, MD 98870",Email,False,,Desktop,145.20.227.92,1,1,2024-08-20,60,0,1,1
TXN002396,CUST04311,PROD0432,2024-10-19,14:30:00,346.4,2,PayPal,"81035 Wilcox Roads Suite 799, North Aliciafort, PA 56552","34659 Ruiz Viaduct, Charleshaven, IN 67325",Social,False,,Tablet,188.168.227.119,1,0,2024-09-16,33,0,1,1
TXN002397,CUST05084,PROD0340,2024-10-19,21:56:00,592.86,2,PayPal,,"919 Crystal Harbor, Ashleystad, KS 25523",Paid Search,False,,Mobile,139.93.241.137,1,1,2024-06-16,125,0,1,1
TXN002398,CUST07953,PROD0437,2024-10-19,10:29:00,290.4,3,Apple Pay,"USNV Aguilar, FPO AP 72712","660 Laura Glens, East Victoria, PR 27467",Organic,False,,Desktop,140.198.133.20,1,0,2024-02-02,260,0,1,1
TXN002399,CUST03216,PROD0209,2024-10-19,14:32:00,746.7,3,Credit Card,"2249 Trevino Stravenue, New Derrickstad, AS 97182","461 Kathleen Fords, Brownchester, UT 69492",Email,False,,Desktop,208.169.68.213,1,1,2024-08-15,65,0,1,1
TXN002400,CUST09245,PROD0022,2024-10-19,10:12:00,352.83,3,PayPal,"38971 Nelson Inlet Apt. 071, Susanhaven, VI 22608","8218 Michael Points Suite 564, East Ebonyberg, HI 10332",Email,False,,Desktop,85.166.223.188,1,0,2024-09-14,35,0,1,1
TXN002401,CUST04872,PROD0393,2024-10-19,04:26:00,1306.11,3,Debit Card,"48053 Morales Squares, Taraton, KY 96523","554 Douglas Mountains, Flynnhaven, DC 69859",Paid Search,False,,Mobile,222.188.225.107,1,1,2024-08-16,64,0,1,1
TXN002402,CUST06836,PROD0149,2024-10-19,14:31:00,213.08,1,Apple Pay,"1820 Chang Stravenue, Stephenview, MD 01427","93478 Jeffrey Ferry Apt. 933, Josephton, LA 02863",Social,False,,Mobile,126.116.212.43,1,0,2024-02-10,252,0,1,1
TXN002403,CUST06529,PROD0400,2024-10-19,16:47:00,1022.22,3,Apple Pay,"9124 Melissa Station, Port Joshua, WV 39025","342 Ingram Grove, West Robert, VT 51349",Social,False,,Tablet,25.18.27.73,1,1,2024-01-27,266,0,1,1
TXN002404,CUST05598,PROD0375,2024-10-19,14:51:00,39.8,1,PayPal,"9403 Wolf Crossroad, North Barbara, WY 52020","814 Lee Fields, Sarahside, MN 35892",Email,False,,Mobile,57.16.49.247,1,0,2024-04-28,174,0,1,1
TXN002405,CUST02321,PROD0454,2024-10-19,13:00:00,800.37,3,Credit Card,"69743 Case Highway, Murrayborough, CO 45374","0629 Valdez Prairie Apt. 329, Watsontown, AS 18166",Email,True,2024-12-07,Tablet,164.49.242.109,1,1,2024-09-09,40,0,1,1
TXN002406,CUST04712,PROD0137,2024-10-19,12:33:00,844.98,3,PayPal,"779 Joshua Knoll, Hoganview, CO 99422","68608 Aguirre Ports Apt. 756, East Katherine, MN 14823",Organic,False,,Mobile,50.128.138.94,1,1,2024-04-25,177,0,1,1
TXN002407,CUST05316,PROD0335,2024-10-19,10:22:00,404.07,1,Apple Pay,"601 Nelson Square Suite 504, New Michael, MA 66602","970 Sullivan Centers Apt. 376, East Joestad, AR 17313",Paid Search,False,,Tablet,3.104.68.5,1,0,2024-08-01,79,0,1,1
TXN002408,CUST05824,PROD0375,2024-10-19,06:12:00,39.8,1,Debit Card,"USNS Waller, FPO AA 95622","Unit 9916 Box 9497, DPO AE 99339",Email,False,,Desktop,58.93.109.249,1,0,2024-08-03,77,0,1,1
TXN002409,CUST09402,PROD0258,2024-10-19,16:38:00,893.07,3,PayPal,"07106 George Manor Suite 335, South Taylor, OR 27523","820 Cross Stream, East Katelynchester, PR 84007",Paid Search,False,,Desktop,139.188.26.131,1,1,2024-05-24,148,0,1,1
TXN002410,CUST03278,PROD0054,2024-10-19,09:51:00,449.34,2,Apple Pay,"00596 Gray Streets, New Deborah, MA 72905","505 Randall Trace Suite 302, West Robin, ME 77485",Paid Search,False,,Desktop,132.62.117.199,1,0,2024-04-24,178,0,1,1
TXN002411,CUST03911,PROD0167,2024-10-19,13:00:00,213.73,1,Apple Pay,"283 Krista Highway Apt. 603, West Patrickchester, DE 34337","PSC 2895, Box 4996, APO AE 58755",Organic,False,,Mobile,212.117.161.223,1,0,2024-05-23,149,0,1,1
TXN002412,CUST06717,PROD0346,2024-10-19,15:40:00,1421.01,3,Apple Pay,"724 Scott Spur, Oliverfort, IL 68344","346 Guzman Unions Apt. 065, Fuenteshaven, MI 30225",Social,False,,Mobile,21.77.33.203,1,1,2024-04-24,178,0,1,1
TXN002413,CUST04123,PROD0097,2024-10-19,14:50:00,27.66,2,Credit Card,"994 Wang Causeway, Lake Richard, DC 72686","125 Denise Falls, Greenmouth, SD 82129",Email,False,,Desktop,13.105.176.225,1,0,2024-03-20,213,0,1,1
TXN002414,CUST06801,PROD0405,2024-10-19,09:57:00,44.1,1,PayPal,"157 Adam Meadow, North Christopherport, SD 75701","7570 Gregory Run, Alexanderfort, TN 42534",Email,False,,Desktop,38.25.131.33,1,0,2024-05-16,156,0,1,1
TXN002415,CUST07911,PROD0187,2024-10-19,06:45:00,842.44,2,Credit Card,"Unit 0936 Box 2449, DPO AA 96581","2547 Whitaker Square, New Nicole, MI 62351",Paid Search,False,,Desktop,206.197.43.102,1,1,2024-08-25,55,0,1,1
TXN002416,CUST05055,PROD0030,2024-10-19,11:02:00,498.69,1,Credit Card,"12153 Fields Route Apt. 212, Chenville, PW 49840","1006 Adam Lock Apt. 206, Everettberg, HI 78280",Social,False,,Mobile,4.116.21.170,1,0,2024-05-19,153,0,1,1
TXN002417,CUST05027,PROD0497,2024-10-19,16:56:00,231.34,2,Debit Card,"036 Maria Tunnel Suite 978, Port Craig, MH 55991","454 Roth Mews, New Michelleshire, MA 69672",Email,False,,Tablet,110.143.103.65,1,0,2024-06-11,130,0,1,1
TXN002418,CUST03565,PROD0379,2024-10-19,09:01:00,320.21,1,PayPal,"32903 Mcdaniel Inlet Suite 066, Brianfurt, FM 06626","6610 Danny Harbors, Princefort, MH 76004",Organic,False,,Mobile,112.117.40.166,1,0,2024-09-02,47,0,1,1
TXN002419,CUST05750,PROD0201,2024-10-19,14:30:00,185.13,3,Credit Card,"6494 Ortega Expressway Suite 141, Grayshire, FM 05030","USNV Douglas, FPO AP 85817",Social,False,,Mobile,104.125.80.133,1,0,2024-05-12,160,0,1,1
